textID,text,selected_text,sentiment,text_length
ada3d89b8d, Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,I wish,positive,23
da80ff5401,The mission to Wales to find the worlds greatest welsh cake with  was a success - as none are better than my nan`s,success,positive,23
ef972f66ed, Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday.,Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday,neutral,21
b90f7c7c97,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,iHate DirecTV,negative,23
8605a28860,: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,neutral,26
407d5138af,"Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out","Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out",neutral,22
4af640d32a,_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,Shame ab,negative,24
f913052395," Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that`s forever.  TRUE LOVE",you look fantastic as always!,positive,21
d6b51b539f,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?,neutral,23
cb99115bf6, Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),neutral,23
a64cb1a714,"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop","Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral,25
b4e1d922fa,:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,i`m so sad.,negative,21
78099bff95,"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",saving,positive,26
8ba8a074b6, I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,neutral,23
21671fec73,  awww for me I just think she`s tooo young or just not ready for it - tis painful to watch her so upset,- tis painful to watch her so upset,negative,23
0d2bdd22e5," She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!","She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!",neutral,25
1f8c694847," awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though","awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though",neutral,22
d164728f94, lol you always make me happy.  i promise i won`t. lol its only 1 silly. you are up late too my friend,lol you always make me happy.  i promise i won`t. lol its only 1 silly. you are up late too my friend,neutral,22
879c08e943,"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement","cool,",positive,23
17fb6a1dae,Big Sugar = yet another `90`s bandwagon I was too late to get on. Next S&D BNL should reunite them (kind of like they did for the Odds).,Big Sugar = yet another `90`s bandwagon I was too late to get on. Next S&D BNL should reunite them (kind of like they did for the Odds).,neutral,28
af98925f4a,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol","Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",neutral,23
4455ca13b1,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,neutral,27
ebe4ff481d," have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks","have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks",neutral,22
71640c7482,put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they`ll still b good,put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they`ll still b good,neutral,24
cb6f3f3bce,Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!,Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!,neutral,22
6f94bcaf92,"wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i`ll cut with it..... http://plurk.com/p/x2qkb","wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i`ll cut with it..... http://plurk.com/p/x2qkb",neutral,24
661dc9a0a1,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me & 1 held up a knife  scum!,I hate driving,negative,32
7a21335f47,Wonders if I`m d only 1 dat n church sumtime nt knowng certain sungs. Seems like erbdy knows it but u? Quickly feel bad cnt sing along .,bad,negative,28
f0430ad644,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative,22
9260a8a52c,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour","Brilliant day today,",positive,21
5b7d384722,"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",excited.,positive,25
0cb50ad240," Storysize is 2 (and it`s posted as a short story, not one liner), but doesn`t show up in any news friends can see. Only in wall","Storysize is 2 (and it`s posted as a short story, not one liner), but doesn`t show up in any news friends can see. Only in wall",neutral,26
a4bb6136b2, Sorry but there is no parking space. And I just realized I didn`t delete one sentence doing copy&paste in that email,Sorry,negative,21
126b1e6a22," --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;",kinda turns me off,negative,23
ab5bdfc283, cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),neutral,27
818480ecfc, I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,neutral,21
7064b9368a,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`","Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",positive,23
1f17158849,Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,injured,negative,24
9159e639ab,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round","Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",neutral,23
f47f6473e5,Little one`s cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!,active!,positive,29
42c3e658a7,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,neutral,24
2f8838a823,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",Too useless,negative,25
77b050d123, dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it`s confirmed... you hate me,you hate me,negative,22
d95d87d5bf,_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,Why did i fail english,negative,24
a56e55c706,Braxton was up at 2:30 untill 4am and now he won`t sleep more than 15 minutes at a time! It`s hard to be a mom on days like this!,hard to be a mom on,negative,29
b2a94bb689,Had a nice dinner with mom! I`ve started the chicken rolls. They are going to cook overnight. The rest I`ll do tomorrow.,Had a nice dinner with mom!,positive,22
7fe25e9a5b,60 days today  i can`t believe it`s been 2 months. i`m nervous about what i`m gonna say later. but i`m gonna keep comin back.,nervous,negative,24
28cbeb931a,"oficially mother`s day! Hug & kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i`m making enchiladas suizas =]",good,positive,26
7d06bb40bd,"it`s raining here  i`m stuck inside working today so i`d probably be peed off if it was sunny outside, i`m now ok with the rain",i`d probably be peed off,negative,25
6a2e91b744," the movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough","he movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough",neutral,24
cc4bf3a021,"going on a picnic with my dad - atleast i persauded him out of the idea of walking & cycling. yum, special k.",picnic,positive,23
eab6554e70,"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",awesome,positive,23
93445128a5,"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",Enjoy!!,positive,23
f42dd3e732,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,because i do,positive,24
7a296b88d5, good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,good luck,positive,26
1742c433ec,"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off.","Sadly, many people in the quilt pics are now laid off.",negative,24
9f42242938," thankyou sugaaar  btw I`ll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya",thankyou,positive,24
c6ffa686da,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch",they had no **** license.,negative,25
267f33a9a4,A friend is someone who will help you move. A real friend is someone who will help you move a body,someone who will help you move.,positive,21
872173e15e,aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lol,aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lo,positive,24
8dd204ec21,I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready,I am so hungry..,negative,24
a4f7c6001a, ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,neutral,21
bf1411943a,"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/","Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral,21
d9d29592fd, Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo,Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol,neutral,25
3e7bbe922c,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,My student just walked in balling.  She just witnessed her dog getting hit on the street.,negative,26
a450b33ed1,_sm I`ll have a look. Do you live in the centre of Glasgow? I was born on Bellshill & grew up in Bothwell. I miss Tunnocks pies,I miss Tunnocks pies,negative,27
a3b84ce016,ACK! Ghost Whisperer isn`t on!   **** network`s lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),ACK! Ghost Whisperer isn`t on!   **** network`s lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),neutral,22
16e5644603,"_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!",loved,positive,22
d406cbdd14,J Ross you can`t leave the killers still singing and run the titles - you should have been edited out for more music - happy - not,happy - not,negative,27
9eef247f72,"So, no yarn arriving until Monday and I don`t even know what`s in this shipment.  I have nothing to dye.    Now what?",I have nothing to dye.,negative,22
756b4e674b,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes,Stupid competition stuff,negative,23
7b70e1503c,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde ****",miss you to lovely!!,positive,23
e4317f2aa6,"... And, I was the only person who stood up for them. The world is full if spineless ****. This makes me sad",The world is full if spineless ****. This makes me sad,negative,23
e5b37e1d91,shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,neutral,25
ab9a6b19b0,Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,busy,negative,22
338d4b8ca9,on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,neutral,21
1782dfeef3,Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,neutral,23
27f7fe1f0e,...just waiting to get picked up at the train station by my bro and then off to the gym. Can`t believe I bumped someone last night,just waiting to get picked up at the train station by my bro and then off to the gym. Can`t believe I bumped someone last night,neutral,26
e910a0e1c3, omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,whoops,negative,21
f385f8af7f,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,negative,23
c5b351874d, did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,Figured out,positive,21
6929c76266," Haha, she`s up here to stay, it`s nearly 2 hours on the coach for her to get here, may not be convenient for an hour of TV!",may not be convenient,negative,27
13668bce03, star wars ............ is **** BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL,is **** BOO?,negative,24
6540cd7229,'I think you should know this. He`s going to break up with you. And I just had to tell you. I`m sorry. I know you love him.',sorry.,negative,27
f759c898a2,Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,good,positive,21
6d5c066561,"_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte","_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte",neutral,25
67b67973df, ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. http://bit.ly/VMv6U,ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh..,neutral,22
5e4f7f4311," oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta","a lil funny at first to do so,",positive,22
9beada6639,Kinda bummed that I`m gonna miss `s return to BG. Now I`ll never know what it`s like to make love to _gunn.,bummed,negative,22
8b792a06b2,Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,neutral,22
1a4f7e83c6," sorry again, I don`t have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.","sorry again,",negative,26
8375414682," still a bit of a warning signal in my head saying: 'you want yesterday`s headache back? ok, get yourself a coffee then, quick!'",still a bit of a warning signal in my head,negative,23
fe77fa6da4, The least I can do for you is re-tweet it when it`s ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,The least I can do for you is re-tweet it when it`s ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,neutral,25
d18637ad68, What!?!?! I can`t believe I had to find out this way...don`t you ppl contact family first??!!? I`m so sad!  Who was it?!?1,I`m so sad!,negative,22
088ed77c3f," Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancerfree","Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancerfree",neutral,26
695a225cbd,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,neutral,22
ff4ff1538e,"Well I guess I`m not heading out to LA this weekend, Doubt I`ll get to go to the PS Blog Meet and Greet","Well I guess I`m not heading out to LA this weekend, Doubt I`ll get to go to the PS Blog Meet and Greet",neutral,23
ac9f5c5b51,"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.","Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June",neutral,25
89ab1260ae,Sitting at the Audi Joburg fashion week casting. So many lanky people in one place! Almost 100. Lol. Good luck to everyone  ****,Good luck to everyone,positive,23
99cc23aca9,It`s after midnight & I hear the shower calling me- Technically it`s not twice in one day since it`s morning-- I`m not very 'green'.,It`s after midnight & I hear the shower calling me- Technically it`s not twice in one day since it`s morning-- I`m not very 'green'.,neutral,24
4ca1ff1c20,I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,they love my style of writing for HP.,positive,28
2ff62cd38d,Coffee in hand and sun shining in my window.  Hope everyone`s having a great Monday morning so far! #monday - MR,Hope everyone`s having a great Monday,positive,21
0d91c5b0d3, I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,. ugh,negative,24
6fe0d933d4," I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",missing,negative,21
c1c8fb88f8,"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.","We givers make takers possible, but we get no appreciation for what we do--we just get taken.",negative,25
aa74be0530,Good morning tweeps! I have a feeling I won`t be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,Good,positive,27
95f51baf42, morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,neutral,21
77a36a5c68,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,neutral,27
926b9f20f6,"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",i don`t even like,negative,24
346755a77b, ?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!,?Happy,positive,23
2cc253edc6," I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",best,positive,22
1254cc0c29,"What have you done for Mother`s Day?'*people who are a day behind us*'what will you be doing?' I took my Mom to Starbucks, she enjoyed it",she enjoyed it,positive,26
d5d534210c,"Paul Scanlon sharing from God`s Word this morning, he`s sounding a bit hoarse perhaps a touch of *#cold*? It won`t hold our Pastor back","Paul Scanlon sharing from God`s Word this morning, he`s sounding a bit hoarse perhaps a touch of *#cold*? It won`t hold our Pastor back",neutral,24
817350a9a1,Tried Nokia`s Ovi music store: 'Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system',Tried Nokia`s Ovi music store: 'Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system',neutral,22
35f6369099, but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,u didn`t find any other guys hot,negative,22
1f32a8f374, They are great friends of mine. I`ll let you know when they are playing next and you can come along and do whatever you like,e great,positive,25
6596fa262a,Am listening to Darren Hayes`s Spin. Am talkin to my wacky friend who`s going insane. I ain`t at all tired and I`m messed up bout things.,I`m messed up,negative,26
a52ca0ae4a, i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,positive,25
b81843deeb, I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,win.,positive,24
0af6890a93, It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You`re brave.)    Hope you have a great time!,)    Hope you have a great ti,positive,24
f4400db16c," Do you know if you text to 40404, it`ll go to your twitter after you set it up with the settings.  And FB posts - text to 32665.","Do you know if you text to 40404, it`ll go to your twitter after you set it up with the settings.  And FB posts - text to 32665.",neutral,28
28762aa297,"boopboopboop. still talking to ashley & brittany.  i`ve been talking to ashley for forever, and our convo still goes places. we`re awesome",we`re awesome,positive,22
c0b0419bde,jake thomas looks so precious :`( i hate when they say 'there it is i see the white light' in every ghost whisperer show,jake thomas looks so precious :`( i hate when they say 'there it is i see the white light' in every ghost whisperer show,neutral,24
dfa12a52eb,Happy Star Wars Day? OHHHH...now I get it. May the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,love it. (and mondays). (sorry again),neutral,21
4edaa57561,Back from AOT last lec.. Alot of question marks on my head.. But thank God for all the tips.. Should be able to pull tru,thank God,positive,25
5c3d9c52f6,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent ,luvd,positive,28
2259fa1230,There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,neutral,26
a77df4a95a,I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,positive,24
924cbe3d0d, I`ve missed one this year(!). It`s the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,Of all the trees in the garden I munch in disappointment on that one.,negative,23
f6b45a61d5," need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",ly bette,positive,22
8cf2a29c90,_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,Not so cool,negative,22
3c79a762ad,Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,neutral,22
fb07a65041, i`m doing awesome! Rachel N had a bday party today  it was fun. Btw have you seen  Sam`s prom pix? They`re GORGEOUS!,re GORGEOU,positive,22
7c8f3adcc4,ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,bad,negative,21
a0e58fd6d8,is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..,is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..,neutral,22
6d85945e2c, _hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!,no0o0o0o!,negative,21
c3f0895a68,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,fine,positive,26
414bc62f47, aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it`s about,e weird,negative,26
876ac096ec,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,neutral,23
515e62397d, haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,good luck,positive,22
27af3032f1, Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,FORCED,negative,24
b725b7cc02,"two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado","two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado",neutral,21
9bb948129e,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,gutted,negative,27
69b1e0a735, is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.,greater,positive,24
4ee8f4d389," sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",i hit cash and just took the tax out of my tips.,negative,28
f17383a1eb," Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out","Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral,23
a4574c0cab,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",but I have to,negative,31
e1ed43bebe,"_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !","2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week",neutral,25
f643095ba3,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,I`m going to miss NY,negative,23
a26c1b566d," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",love,positive,22
c8eea28ae3,"went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less",nice,positive,21
3daf2c8f94,"Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.","Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.",neutral,22
077a63ee0c,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative,26
49e758d4d9,"dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home","dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home",neutral,28
484220447c,Another day I haven`t got time to play plus it`s raining and chilly And also have a headache - WTH? . . going back to sulking mode.,headache,negative,27
32c2de871a,Come on guys tell me how much your theater charges!!! I want to know if mine is fair and/or average!  Me and hubby are having a discussion,Come on guys tell me how much your theater charges!!! I want to know if mine is fair and/or average!  Me and hubby are having a discussion,neutral,27
26a9b149f4, wud like to. But I actually have a free weekend this time and family is visiting. so I`m staying put. next time,wud like to. But I actually have a free weekend this time and family is visiting. so I`m staying put. next time,neutral,22
271bfb89c2,ticked off cause i can`t go see 'drag me to hell' with melissa and amber. staying home on a friday night is NOT my thing.,ticked off cause i can`t go see 'drag me to hell' with melissa and amber. staying home on a friday night is NOT my thing.,neutral,25
e7a34b23b1," But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!","But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!",neutral,22
3d0896ec67, you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!,...indian style  scrabbled are the best!,positive,21
5134227c2e, awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,awww. i wish i had a younger sis ):,negative,29
d775b40b61, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,thats the crazy part,negative,21
89764b6d5a,Well that exam rocked...one more to go - the one we`ve all been dreading! Bit of revision tonight before work tomorrow,Well that exam rocked...one more to go - the one we`ve all been dreading!,neutral,21
5d0124bd5e,"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice.",smart,positive,27
974748f63a," hey dougie, just thought i would tell you that your gig in edinburgh got a brilliant review in the scottish sunday mail  ****",brilliant,positive,23
bd69aed8f7,"Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go.","Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go.",neutral,28
942ffeb7b1,"on later than normal this morning, got attacked by a swarm of mini fly`s after opening the veranda last night took an hour to get rid!!",took an hour to get rid!!,negative,26
956bc91d32,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",good,positive,31
38e6ffc379,"videos will be frozen until actual views catch up to the published,  artificial, view count - OOFM was already frozen when we got to it","videos will be frozen until actual views catch up to the published,  artificial, view count - OOFM was already frozen when we got to it",neutral,25
